690,Input 1:,a christmas tree is hanging from the ceiling,Input 2:,a man holding a bunch of brocco,Outputs:,
691,Input 1:,a man is running on a road with a dog,Input 2:,a video of a man falling off a cliff,Outputs:,
691,Input 1:,a video of a man falling off a cliff,Input 2:,a man riding a motorcycle down a dirt road,Outputs:,
692,Input 1:,a man and a woman are painting a table,Input 2:,a man in a green shirt,Outputs:,
697,Input 1:,a man is seen on the floor in this video,Input 2:,a video game with a cat on the screen,Outputs:,
699,Input 1:,a man is swimming in the water,Input 2:,a dog swimming in the water with a red object,Outputs:,
699,Input 1:,a dog swimming in the water with a red object,Input 2:,a man is seen in the water while he is being pulled by a boat,Outputs:,
699,Input 1:,a man is seen in the water while he is being pulled by a boat,Input 2:,a man is in the water with a life jacket,Outputs:,
699,Input 1:,a man is in the water with a life jacket,Input 2:,a man is seen in the water while he is being thrown,Outputs:,
699,Input 1:,a man is seen in the water while he is being thrown,Input 2:,a fish is swimming in the water,Outputs:,
701,Input 1:,a blue triangle on the floor,Input 2:,a blue paper airplane,Outputs:,
702,Input 1:,a woman sitting at a table with a plate of food,Input 2:,a woman eating a meal,Outputs:,
702,Input 1:,a woman eating a meal,Input 2:,a man eating a meal,Outputs:,
703,Input 1:,a man is standing on a motorcycle wheel,Input 2:,a red and black motorcycle is parked in a parking,Outputs:,
703,Input 1:,a red and black motorcycle is parked in a parking,Input 2:,a man in a red shirt and black pants is riding a motorcycle,Outputs:,
703,Input 1:,a man in a red shirt and black pants is riding a motorcycle,Input 2:,a man in a pink shirt,Outputs:,
705,Input 1:,a group of people in a body of water,Input 2:,a group of people swimming in a pool,Outputs:,
705,Input 1:,a group of people swimming in a pool,Input 2:,a man is riding a surfboard in the water,Outputs:,
705,Input 1:,a man is riding a surfboard in the water,Input 2:,a video of the scene of the accident,Outputs:,
705,Input 1:,a video of the scene of the accident,Input 2:,a video of the flooded river in the city of ahmedabad,Outputs:,
708,Input 1:,a woman holding a white dog in her lap,Input 2:,a woman in a pink dress is standing in front of a sign,Outputs:,
708,Input 1:,a woman in a white dress is standing in front of a large sign,Input 2:,a woman in a pink dress is standing in a tub,Outputs:,
709,Input 1:,a man is being pulled by a motorcycle,Input 2:,a man is being pulled by a truck,Outputs:,
712,Input 1:,how to apply makeup,Input 2:,how to apply eyebrows,Outputs:,
713,Input 1:,a man climbing on a rock wall,Input 2:,a group of people standing around a climbing wall,Outputs:,
714,Input 1:,a young boy riding a bike in a parking lot,Input 2:,a man riding a bike down the street,Outputs:,
715,Input 1:,a little girl sitting at a table talking on a cell,Input 2:,a little girl is sitting on a toilet,Outputs:,
720,Input 1:,a wrestler is wrestling with another wrestler,Input 2:,a man in a wrestling ring with a bag,Outputs:,
720,Input 1:,a man in a wrestling ring with a bag,Input 2:,a man is on a boat with a dog,Outputs:,
720,Input 1:,a man is on a boat with a dog,Input 2:,a boxing match with a bear and a man,Outputs:,
720,Input 1:,a boxing match with a bear and a man,Input 2:,a video of a fight between two boxers,Outputs:,
720,Input 1:,a video of a fight between two boxers,Input 2:,a man is being held by a police officer,Outputs:,
721,Input 1:,two men playing golf in the park,Input 2:,two men playing frc in the park,Outputs:,
721,Input 1:,a man and woman are playing with a frc,Input 2:,two men are standing in the grass,Outputs:,
721,Input 1:,two men are standing in the grass,Input 2:,a man and woman are standing in the grass,Outputs:,
721,Input 1:,a man and woman are standing in the grass,Input 2:,two men are talking in the park,Outputs:,
721,Input 1:,two men are talking in the park,Input 2:,a group of people playing frc in a park,Outputs:,
722,Input 1:,a video of a man being thrown from a boat,Input 2:,a video of a woman dancing on the beach,Outputs:,
722,Input 1:,a video of a woman dancing on the beach,Input 2:,a tv screen showing a man in a yellow shirt,Outputs:,
722,Input 1:,a tv screen showing a man in a yellow shirt,Input 2:,a tv screen showing a news clip of a news,Outputs:,
723,Input 1:,a man riding a horse in a parking lot,Input 2:,a horse is jumping over a fence,Outputs:,
723,Input 1:,a horse is jumping over a fence,Input 2:,a bull is running through a gate,Outputs:,
723,Input 1:,a bull is running through a gate,Input 2:,a man riding a horse in an arena,Outputs:,
724,Input 1:,a dog is playing with a toy in the sand,Input 2:,a horse is being thrown by a man,Outputs:,
724,Input 1:,a horse is being led by a man,Input 2:,a dog is playing with another dog,Outputs:,
724,Input 1:,a dog is playing with another dog,Input 2:,a dog is walking on the ground,Outputs:,
724,Input 1:,a dog is walking on the ground,Input 2:,a man is walking in the dirt,Outputs:,
724,Input 1:,a man is walking in the dirt,Input 2:,a man is seen in this image from the video,Outputs:,
725,Input 1:,a young boy is running on the beach,Input 2:,a little boy is playing in the water,Outputs:,
725,Input 1:,a little boy walking on the beach,Input 2:,a little boy is playing in the water,Outputs:,
725,Input 1:,a couple of people are playing in the water,Input 2:,two children playing in the water on the beach,Outputs:,
725,Input 1:,two children playing on the beach,Input 2:,a man and a little girl playing on the beach,Outputs:,
729,Input 1:,a man driving a car,Input 2:,a woman driving a car,Outputs:,
729,Input 1:,a woman driving a car,Input 2:,a man standing in a field,Outputs:,
729,Input 1:,a man standing in a field with a dog,Input 2:,a man standing in front of a television screen,Outputs:,
730,Input 1:,a girl with long hair and a black shirt,Input 2:,a woman is applying her eye with a brush,Outputs:,
730,Input 1:,a woman with long hair and a pink shirt,Input 2:,a woman with a finger on her nose,Outputs:,
731,Input 1:,a bird walking on the ground,Input 2:,a small child is walking with a dog,Outputs:,
731,Input 1:,a small child is walking with a dog,Input 2:,a man is walking with a dog in the park,Outputs:,
731,Input 1:,a man is walking with a dog in the park,Input 2:,a goat is walking down the road with a man,Outputs:,
732,Input 1:,a man is jumping over a concrete structure,Input 2:,a man is jumping over a ramp in the air,Outputs:,
732,Input 1:,a man is doing tricks on a ramp,Input 2:,a skate park with people on it,Outputs:,
733,Input 1:,two white lions playing with each other cubs,Input 2:,two white pup playing with each other pup,Outputs:,
735,Input 1:,raccos are seen in a backyard garden,Input 2:,a bunch of raccos are sitting in the grass,Outputs:,
735,Input 1:,a bunch of raccos are sitting in the grass,Input 2:,a bunch of raccos are seen in this und - news video,Outputs:,
737,Input 1:,a dog standing on a couch,Input 2:,a white cat is sitting on a person ' s lap,Outputs:,
737,Input 1:,a white cat is sitting on a person ' s lap,Input 2:,a white dog is sitting on a red blanket,Outputs:,
737,Input 1:,a white dog is sitting on a red blanket,Input 2:,a white dog is sitting on a tripod,Outputs:,
737,Input 1:,a white dog is sitting on a tripod,Input 2:,a dog is laying on a bed,Outputs:,
737,Input 1:,a small white dog laying on top of a red blanket,Input 2:,a small white dog standing on a chair,Outputs:,
738,Input 1:,a man is running down the street with a stick,Input 2:,a man is walking down the street with a cane,Outputs:,
738,Input 1:,a man is walking down the street with a cane,Input 2:,a pair of shoes is on the ground,Outputs:,
738,Input 1:,a pair of shoes is on the ground,Input 2:,a man is on the ground with a skateboard,Outputs:,
738,Input 1:,a man is riding a skateboard down a hill,Input 2:,a man is standing on a sidewalk with a cane,Outputs:,
738,Input 1:,a man is walking down the sidewalk with a cane,Input 2:,a man is lying on the ground with a knife,Outputs:,
738,Input 1:,a man is lying on the ground with a knife,Input 2:,a scr scr scr scr scr scr scr scr scr scr scr scr scr sc,Outputs:,
738,Input 1:,a scr scr scr scr scr scr scr scr scr scr scr scr scr sc,Input 2:,a man is seen lying on the ground,Outputs:,
738,Input 1:,a man is seen lying on the ground,Input 2:,a man is skateboarding on a skateboard,Outputs:,
740,Input 1:,a man in a white shirt,Input 2:,a man is putting a piece of meat on a grill,Outputs:,
740,Input 1:,a man is putting a piece of chicken on a grill,Input 2:,a man is putting a piece of meat into a pan,Outputs:,
741,Input 1:,a scene from the movie ' s first look,Input 2:,a man in a black shirt is standing in the dark,Outputs:,
742,Input 1:,a soccer player is running towards the goal,Input 2:,a soccer player is looking at the goal,Outputs:,
742,Input 1:,a soccer player is in the goal net,Input 2:,a man in a blue shirt standing on a soccer field,Outputs:,
742,Input 1:,a man standing on a soccer field,Input 2:,a soccer player in a blue uniform,Outputs:,
742,Input 1:,a soccer player in a blue uniform,Input 2:,a soccer player is about to kick the ball,Outputs:,
742,Input 1:,a soccer goal is in the middle of the field,Input 2:,a soccer game is being played in a stadium,Outputs:,
743,Input 1:,a man is standing in front of a white table,Input 2:,a tv screen with a picture of a city,Outputs:,
743,Input 1:,a tv screen with a picture of a city,Input 2:,a woman in a pink dress is standing on a ledge,Outputs:,
744,Input 1:,a woman in a red dress dancing with other people,Input 2:,britney roberts dancing in the video,Outputs:,
745,Input 1:,a man is standing on a bridge while another man is standing on the bridge,Input 2:,a man is standing on a wooden bridge,Outputs:,
745,Input 1:,a man is on a bridge,Input 2:,a man is on a wooden platform,Outputs:,
746,Input 1:,a man sitting on the floor,Input 2:,a man sitting on a chair,Outputs:,
746,Input 1:,a man sitting on the floor with a helmet,Input 2:,a man sitting on the floor with a bowl,Outputs:,
746,Input 1:,a man sitting on the floor,Input 2:,a man is holding a soccer ball in his hands,Outputs:,
747,Input 1:,a woman is sitting in a green chair,Input 2:,a man is being held by a woman in a crowd,Outputs:,
747,Input 1:,a man is being held by a woman in a crowd,Input 2:,a man is being dragged by a woman,Outputs:,
747,Input 1:,a man is being caught by a woman in the street,Input 2:,a man is seen in the water after he was thrown from a boat,Outputs:,
747,Input 1:,a man is seen in the water after he was thrown from a boat,Input 2:,a man is seen in the water after a storm,Outputs:,
747,Input 1:,a man is on the news with a microphone,Input 2:,a television screen showing a man on a lawn,Outputs:,
747,Input 1:,a television screen showing a man on a lawn,Input 2:,a tv screen showing a man playing golf,Outputs:,
753,Input 1:,a man playing a keyboard,Input 2:,a man playing a keyboard in a recording studio,Outputs:,
756,Input 1:,a man is walking down the street with a truck,Input 2:,two men are riding skates down the street,Outputs:,
760,Input 1:,a man and a little girl playing with a ball,Input 2:,a woman is dancing in a living room,Outputs:,
760,Input 1:,a woman is dancing in a living room,Input 2:,a woman and a child are playing with a wii game,Outputs:,
760,Input 1:,a woman and a child are playing with a remote,Input 2:,a woman is standing in a living room,Outputs:,
760,Input 1:,a woman is standing in a living room,Input 2:,a group of people dancing in a room,Outputs:,
760,Input 1:,a girl running in a living room,Input 2:,a man is playing with a horse in a room,Outputs:,
760,Input 1:,a man is playing with a horse in a room,Input 2:,a man is standing on a couch in a living room,Outputs:,
760,Input 1:,a man is standing on a couch in a living room,Input 2:,a woman standing in a living room with a couch,Outputs:,
760,Input 1:,a woman standing in a living room with a couch,Input 2:,a living room with a couch and a television,Outputs:,
760,Input 1:,a living room with a couch and a television,Input 2:,a little girl is playing with a remote control,Outputs:,
760,Input 1:,a little girl is playing with a remote control,Input 2:,a man is standing in front of a fireplace,Outputs:,
760,Input 1:,a man is standing in front of a fireplace,Input 2:,a man is dancing in a living room,Outputs:,
761,Input 1:,a woman holding a child,Input 2:,a woman and a child are looking at each other people,Outputs:,
761,Input 1:,a woman and a child are looking at each other people,Input 2:,a woman and child are sitting in a room,Outputs:,
761,Input 1:,a woman and child are sitting in a room,Input 2:,a woman holding a child in her arms,Outputs:,
761,Input 1:,a woman holding a child in her arms,Input 2:,a man and a child are talking in a room,Outputs:,
762,Input 1:,a woman holding a cat in her arms,Input 2:,a man is hugging a dog on the kitchen counter,Outputs:,
762,Input 1:,a man is hugging a dog on the kitchen counter,Input 2:,a woman is dancing in a living room,Outputs:,
762,Input 1:,a woman is dancing in a living room,Input 2:,a woman is standing in a room with a baby,Outputs:,
762,Input 1:,a woman is standing in a room with a baby,Input 2:,a woman bending her head on the floor,Outputs:,
762,Input 1:,a woman bending her head on the floor,Input 2:,a woman and a child playing with a toy,Outputs:,
762,Input 1:,a woman and a child playing with a toy,Input 2:,a little boy standing on a rug in a living room,Outputs:,
766,Input 1:,the vampire kiss scene,Input 2:,a man and woman kissing in a kitchen,Outputs:,
766,Input 1:,a man and woman kissing in a kitchen,Input 2:,a man is talking on a cell phone,Outputs:,
768,Input 1:,a man with a bloody face and a white shirt,Input 2:,a man kissing a woman with a red heart,Outputs:,
768,Input 1:,a man kissing a woman with a red heart,Input 2:,a man kissing a woman with his face covered in blood,Outputs:,
768,Input 1:,a man kissing a woman with his face covered in blood,Input 2:,a black background with a red light,Outputs:,
768,Input 1:,a black background with a red light,Input 2:,a black background with a white and red flower,Outputs:,
772,Input 1:,a man is standing on a hill with a sky background,Input 2:,a man and woman are standing in the grass,Outputs:,
772,Input 1:,a man and woman are standing in the grass,Input 2:,a man and woman dancing in the sunset,Outputs:,
772,Input 1:,a man and woman dancing in the sunset,Input 2:,a man is standing on a hill with a sky background,Outputs:,
772,Input 1:,a man is standing on a hill with a sky background,Input 2:,a man riding a bike on a road,Outputs:,
773,Input 1:,a man kicking a soccer ball on a field,Input 2:,a man is skateboarding on a skateboard,Outputs:,
773,Input 1:,a man is running in the street at night,Input 2:,a man is skateboarding on a skateboard,Outputs:,
773,Input 1:,a man is skateboarding on a skateboard,Input 2:,a man is riding a bike at night,Outputs:,
773,Input 1:,a man is riding a bike at night,Input 2:,a man is playing soccer on a dark street,Outputs:,
774,Input 1:,a woman in a red jacket is dancing,Input 2:,a man is running on a soccer field,Outputs:,
774,Input 1:,a man is running on a soccer field,Input 2:,a man is dancing on the street at night,Outputs:,
774,Input 1:,a man is dancing on the street at night,Input 2:,a man is skateboarding on a skateboard,Outputs:,
774,Input 1:,a man is skateboarding on a skateboard,Input 2:,a man is playing baseball with a dog,Outputs:,
774,Input 1:,a man is playing baseball with a dog,Input 2:,a man is playing baseball on a field,Outputs:,
774,Input 1:,two people are playing soccer on a field,Input 2:,two people are playing soccer in the dark,Outputs:,
774,Input 1:,a man and a woman are dancing in the dark,Input 2:,a man is running with a baseball bat,Outputs:,
774,Input 1:,a man is running with a baseball bat,Input 2:,a man is running with a soccer ball,Outputs:,
775,Input 1:,a man is standing on a baseball field,Input 2:,a video of a cricket match with a player,Outputs:,
775,Input 1:,a video of a cricket game being played,Input 2:,a soccer player is running after a ball,Outputs:,
775,Input 1:,a soccer player is running after a ball,Input 2:,a man is playing golf on a television,Outputs:,
775,Input 1:,a man is playing golf on a television,Input 2:,a cricket game with a player on the field,Outputs:,
776,Input 1:,a man is picking tomatoes in a greenhouse,Input 2:,a woman in a green field,Outputs:,
778,Input 1:,a group of people standing around a tree,Input 2:,a group of people dancing in the street,Outputs:,
779,Input 1:,a little girl standing in a room with a remote control,Input 2:,a little girl standing in front of a mirror,Outputs:,
779,Input 1:,a little girl standing in front of a mirror,Input 2:,a little girl is smiling and holding her hair,Outputs:,
779,Input 1:,a little girl is smiling and holding her hair,Input 2:,a little girl is holding her head in her hands,Outputs:,
780,Input 1:,a man is walking down a hill with a backpack,Input 2:,a woman is standing in the dirt with a man,Outputs:,
780,Input 1:,a woman is standing in the dirt with a man,Input 2:,a man is being held by a woman in the woods,Outputs:,
780,Input 1:,a man is being held by a woman in the woods,Input 2:,a man is falling off a cliff,Outputs:,
780,Input 1:,a man is falling off a cliff,Input 2:,a man is seen in the snow as he walks down a hill,Outputs:,
780,Input 1:,a man is seen in the snow as he walks down a hill,Input 2:,a car is driving down a dirt road,Outputs:,
784,Input 1:,a dog is running through the water,Input 2:,a dog running through a river with a ball in its mouth,Outputs:,
784,Input 1:,a dog is running through the water,Input 2:,a dog running through a muddy river,Outputs:,
785,Input 1:,a cat is sitting on a chair with a book,Input 2:,a cat is sitting on a couch with a stuffed animal,Outputs:,
785,Input 1:,a cat is sitting in a chair with a flower,Input 2:,a cat is laying on a red blanket,Outputs:,
785,Input 1:,a cat is laying on a red blanket,Input 2:,a dog is sitting in a red suitcase,Outputs:,
785,Input 1:,a dog is sitting in a red suitcase,Input 2:,a dog is standing on a red chair,Outputs:,
785,Input 1:,a dog is laying on a chair in a room,Input 2:,a blur of a person walking down a street,Outputs:,
796,Input 1:,a man is laying on the ground with his feet,Input 2:,a man kneeling down on the ground,Outputs:,
796,Input 1:,a man is bending his head on a pole,Input 2:,a man in a suit is doing a trick,Outputs:,
797,Input 1:,a man is painting a wall with a brush,Input 2:,a man is holding a knife and cutting a piece of wood,Outputs:,
797,Input 1:,a man is holding a knife and cutting a piece of wood,Input 2:,a man is standing in the middle of a street,Outputs:,
797,Input 1:,a man is standing in the middle of a street,Input 2:,a man is hitting a baseball bat at a park,Outputs:,
797,Input 1:,a man is hitting a baseball bat at a park,Input 2:,a man is throwing a fire with a stick,Outputs:,
797,Input 1:,a man is throwing a fire with a stick,Input 2:,a man is throwing a large axe at a tree,Outputs:,
798,Input 1:,a woman is getting her hair done,Input 2:,a woman is holding a cell phone,Outputs:,
798,Input 1:,a girl is getting her hair done,Input 2:,a girl with dread hair,Outputs:,
798,Input 1:,a woman with long hair,Input 2:,a woman is getting her hair done,Outputs:,
798,Input 1:,a woman with dread dread hair is in a hospital,Input 2:,a girl with dread hair,Outputs:,
798,Input 1:,a woman with headphones on,Input 2:,a girl with long hair,Outputs:,
798,Input 1:,a girl with long hair,Input 2:,a woman is sitting in a hospital bed,Outputs:,
798,Input 1:,a woman is sitting in a hospital bed,Input 2:,a woman is brushing her hair in the bathroom,Outputs:,
799,Input 1:,a small dog is standing next to a pair of shoes,Input 2:,a cat is standing next to a pair of shoes,Outputs:,
801,Input 1:,a man is fixing a car in the dirt,Input 2:,a man is fixing a truck with a wren,Outputs:,
803,Input 1:,a lion and a lion are fighting in the grass,Input 2:,a group of animals running through a field,Outputs:,
804,Input 1:,a man with a beard and a beard,Input 2:,a man with dread dread hair sitting at a table,Outputs:,
804,Input 1:,a man with dread hair,Input 2:,a man with a beard,Outputs:,
806,Input 1:,a woman with red hair and makeup brushes,Input 2:,a woman with red hair and a gold eyeliner,Outputs:,
806,Input 1:,a woman with red hair and a yellow eyeliner,Input 2:,a woman with red hair and brown eyes,Outputs:,
807,Input 1:,two women in dresses and hats stand in a garden,Input 2:,a woman in a pink dress and hat,Outputs:,
807,Input 1:,a woman in a pink dress and hat with a white hat,Input 2:,a woman in a pink dress and hat looks at another woman in a white dress,Outputs:,
808,Input 1:,a bunch of pandas,Input 2:,a group of pandas are sitting on a bench,Outputs:,
809,Input 1:,a boy is holding a piece of bread,Input 2:,a boy is eating a carrot in the woods,Outputs:,
809,Input 1:,a boy is eating a carrot in the woods,Input 2:,a young boy is eating a banana,Outputs:,
810,Input 1:,a little girl sitting in a chair,Input 2:,a little girl is playing with a remote,Outputs:,
811,Input 1:,a man eating a sandwich in the woods,Input 2:,a young boy eating a piece of food in the woods,Outputs:,
811,Input 1:,a young boy eating a piece of food in the woods,Input 2:,a man is drinking from a bottle in the woods,Outputs:,
811,Input 1:,a man is drinking from a bottle in the woods,Input 2:,a man with a camera in his hand,Outputs:,
812,Input 1:,a man riding a motorcycle in a garage,Input 2:,a video of a man riding a skateboard,Outputs:,
812,Input 1:,a video of a man in a room with a bunch of trash,Input 2:,a video of a man in a room with a camera,Outputs:,
812,Input 1:,a video of a man in a room with a camera,Input 2:,a video of a man doing a trick,Outputs:,
812,Input 1:,a video of a man doing a trick,Input 2:,a video of a man walking down a street,Outputs:,
812,Input 1:,a video of a man walking down a hallway,Input 2:,a video game with a man in a room,Outputs:,
812,Input 1:,a video game with a man in a room,Input 2:,a video of a man in a suit and tie,Outputs:,
814,Input 1:,a toy car is on a train track,Input 2:,a toy car is on a table with a toy bus,Outputs:,
815,Input 1:,a group of people playing a game of baseball,Input 2:,a group of people playing soccer in the street,Outputs:,
815,Input 1:,a group of people playing soccer in the street,Input 2:,a video of a man in white clothes and a woman in a white dress,Outputs:,
815,Input 1:,a video of a man in white clothes and a woman in a white dress,Input 2:,a man in a helmet is holding a baseball bat,Outputs:,
816,Input 1:,the twilight saga trailer,Input 2:,the vampire diaries - official trailer,Outputs:,
816,Input 1:,the vampire diaries - official trailer,Input 2:,a man in a black jacket standing on a street,Outputs:,
816,Input 1:,a man in a black jacket standing on a street,Input 2:,a man walking down the street with a sign,Outputs:,
816,Input 1:,a man walking down the street with a sign,Input 2:,a man walking down the street with a cane,Outputs:,
816,Input 1:,a man walking down the street with a cane,Input 2:,a man walking down a street next to a white van,Outputs:,
816,Input 1:,a man walking down a street next to a white van,Input 2:,a man walking down a street next to a refrigerator,Outputs:,
816,Input 1:,a man walking down a street next to a refrigerator,Input 2:,a man walking down a street next to a building,Outputs:,
816,Input 1:,a man walking down a street next to a building,Input 2:,a man walking down a street next to a woman,Outputs:,
816,Input 1:,a man walking down a street next to a woman,Input 2:,a woman in a pink coat and a pink coat,Outputs:,
817,Input 1:,a man with a hat on and a necklace around his neck,Input 2:,a man wearing a blue hat,Outputs:,
817,Input 1:,a man wearing a blue hat,Input 2:,a man standing in a living room holding a froth,Outputs:,
817,Input 1:,a man standing in a living room holding a froth,Input 2:,a boy standing in a living room,Outputs:,
817,Input 1:,a boy standing in a living room,Input 2:,a man in a yellow and white striped shirt,Outputs:,
817,Input 1:,a man in a yellow and white striped shirt,Input 2:,a man in a yellow shirt and blue hat,Outputs:,
818,Input 1:,a man is seen in the window of a house,Input 2:,a man is using a window to install a glass,Outputs:,
818,Input 1:,a man is using a window to install a glass,Input 2:,a man is painting a house with a paint roller,Outputs:,
818,Input 1:,a man is painting a house with a paint roller,Input 2:,a man is opening the door to a house,Outputs:,
818,Input 1:,a man is opening the door to his house,Input 2:,a man is trying to get into a house,Outputs:,
818,Input 1:,a man is seen in a video screen,Input 2:,a man is cleaning the outside of a house,Outputs:,
818,Input 1:,a man is cleaning the outside of a house,Input 2:,a man is seen in the window of his house,Outputs:,
822,Input 1:,a woman doing a yoga pose in a gym,Input 2:,a woman in a yellow top is doing a squat,Outputs:,
822,Input 1:,a woman in a yellow top is doing a squat,Input 2:,a man and woman are doing a squat exercise,Outputs:,
822,Input 1:,a man and woman doing a kick in a gym,Input 2:,a woman in a yellow top is doing a kick,Outputs:,
823,Input 1:,a black cat is sitting in a flower bed,Input 2:,a man riding a bike down a street,Outputs:,A man is biking in the street near the cat.
823,Input 1:,a man is holding a small plant in his hand,Input 2:,a man riding a skateboard down a street,Outputs:,
824,Input 1:,a scene from the movie ' ' ' ' ',Input 2:,a scene from the movie ' bha bha ',Outputs:,
825,Input 1:,a black background with a white and red flower,Input 2:,a large american flag,Outputs:,
825,Input 1:,a large american flag,Input 2:,an american flag is flying in the wind,Outputs:,
825,Input 1:,a flag is flying in the air,Input 2:,a man standing on a stage with an american flag,Outputs:,
825,Input 1:,a man standing on a stage with an american flag,Input 2:,garth the giant - the voice,Outputs:,
827,Input 1:,a man standing in the middle of a forest,Input 2:,a man standing in the grass next to a woman,Outputs:,
829,Input 1:,a woman is standing in the rain,Input 2:,a man with a knife in his mouth,Outputs:,
829,Input 1:,a man with a knife in his mouth,Input 2:,a man with a wet face,Outputs:,
829,Input 1:,a man with a wet face,Input 2:,a woman is standing in front of a tv screen,Outputs:,
829,Input 1:,a woman is crying,Input 2:,a woman walking down a long red carpet,Outputs:,
830,Input 1:,a couple walking through a park,Input 2:,a man standing in the grass next to a tree,Outputs:,
830,Input 1:,a man standing in the grass next to a tree,Input 2:,a couple dancing in the park,Outputs:,
830,Input 1:,a couple dancing in the park,Input 2:,a couple in a field of flowers,Outputs:,
831,Input 1:,a man and a woman playing a game,Input 2:,a man and a little girl sitting on a couch,Outputs:,
831,Input 1:,a man and a little girl sitting on a couch,Input 2:,a black and white photo,Outputs:,
838,Input 1:,a man is holding a pot with a lightning,Input 2:,a lightning is seen in the dark sky,Outputs:,
838,Input 1:,a lightning strikes through the sky above a building,Input 2:,a lightening a lightening a lightening a lightening a lightening a lightening a lightening a lightening a lightening a,Outputs:,
838,Input 1:,a lightening a lightening a lightening a lightening a lightening a lightening a lightening a lightening a lightening a,Input 2:,a lightning is seen in the dark sky,Outputs:,
838,Input 1:,a blue balloon is lit up in the dark,Input 2:,a blue object is being held up by a light,Outputs:,
838,Input 1:,a blue object is being held up by a light,Input 2:,a blue ball with a white light on it,Outputs:,
840,Input 1:,a woman in a black and white photo,Input 2:,a woman is holding a dog in her arms,Outputs:,
840,Input 1:,a woman is holding a dog in her arms,Input 2:,a woman is kneeling on the ground with her dog,Outputs:,
840,Input 1:,a woman kneeling down with a dog,Input 2:,a woman is sitting on a chair and holding a dog,Outputs:,
841,Input 1:,a woman in a bikini is holding a dog,Input 2:,a panda is playing with a ball in the sand,Outputs:,
841,Input 1:,a panda is playing with a ball in the sand,Input 2:,a woman is laying on the ground,Outputs:,
841,Input 1:,a woman is laying on the ground,Input 2:,a dog is playing with a toy on the floor,Outputs:,
841,Input 1:,a dog is playing with a toy on the floor,Input 2:,a black and white photo,Outputs:,
841,Input 1:,a black and white photo,Input 2:,a black and white dog,Outputs:,
841,Input 1:,a black and white cat,Input 2:,a mouse is sitting on the floor in a room,Outputs:,
841,Input 1:,a mouse is sitting on the floor in a room,Input 2:,a woman is laying on the floor with her dog,Outputs:,
841,Input 1:,a woman is laying on the floor with her head in her hands,Input 2:,a man is laying on the floor,Outputs:,
842,Input 1:,a woman in a white shirt and a man in a suit,Input 2:,a man and woman are talking in a room,Outputs:,
842,Input 1:,a man and woman are talking in front of a building,Input 2:,a man and woman are walking out of a building,Outputs:,
847,Input 1:,a man is bending his car ' s bumper,Input 2:,a man is trying to pull a car,Outputs:,
847,Input 1:,a man is trying to pull a car,Input 2:,a man is fixing a car with a wren,Outputs:,
847,Input 1:,a man is fixing a car with a wren,Input 2:,a man standing next to a car with a broken hood,Outputs:,
850,Input 1:,how to make a paper flower,Input 2:,how to make a paper heart,Outputs:,
851,Input 1:,a woman in a kitchen holding a tray of food,Input 2:,a woman in a kitchen with a pizza,Outputs:,
851,Input 1:,a woman in a kitchen with a pizza,Input 2:,a woman in a red dress is standing in a kitchen,Outputs:,
851,Input 1:,a woman sitting in a chair,Input 2:,a woman in a kitchen pointing at a microwave,Outputs:,
852,Input 1:,a man and woman standing in front of a waterfall,Input 2:,a man and woman are standing in the woods,Outputs:,
852,Input 1:,a man and woman are standing in the woods,Input 2:,a scene from the movie,Outputs:,
852,Input 1:,a man in a black shirt is standing in the woods,Input 2:,a woman in a bikini standing in front of a waterfall,Outputs:,
852,Input 1:,a woman in a bikini standing in front of a waterfall,Input 2:,a scene from the movie ' s avatar,Outputs:,
852,Input 1:,a scene from the movie ' ' ' ',Input 2:,a woman in a blue skirt dancing in front of a waterfall,Outputs:,
852,Input 1:,a woman in a blue skirt dancing in front of a waterfall,Input 2:,a man in a black shirt is standing in the water,Outputs:,
852,Input 1:,a man in a black shirt is standing in the water,Input 2:,a man and woman in a boat,Outputs:,
852,Input 1:,a man and woman in a boat,Input 2:,a scene from the movie ' s first trailer,Outputs:,
853,Input 1:,a woman in a red bikini top and red pants,Input 2:,a woman in a red dress standing in the water,Outputs:,
853,Input 1:,a woman in a red bikini top and red shorts,Input 2:,a woman in a red sari dancing,Outputs:,
853,Input 1:,a woman in a red sari dancing,Input 2:,a woman in a red dress is dancing on the beach,Outputs:,
853,Input 1:,a woman in a red dress is dancing on the beach,Input 2:,a woman in a white dress is standing in front of a wall,Outputs:,
853,Input 1:,a woman in a white dress is standing in front of a wall,Input 2:,a group of people standing around a car,Outputs:,
854,Input 1:,a boat sailing on the ocean with a blue sky,Input 2:,a sailer is seen in the distance of a sail,Outputs:,
854,Input 1:,a sailer is seen in the distance of a sail,Input 2:,a man is seen in the air as he is seen by a helicopter,Outputs:,
854,Input 1:,a man is seen in the air as he is seen by a helicopter,Input 2:,a rocket is seen in the ocean as it launches,Outputs:,
858,Input 1:,a woman sitting in a chair,Input 2:,a man is standing next to a woman,Outputs:,
858,Input 1:,a man is sitting on a chair with a woman,Input 2:,a man is giving a woman a bottle,Outputs:,
858,Input 1:,a man is giving a woman a bottle,Input 2:,a man in a police uniform is standing next to a fire,Outputs:,
858,Input 1:,a man in a police uniform is standing next to a fire,Input 2:,a man in uniform is shaking another man,Outputs:,
